Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Start_Date,Loan_Amount,Interest_Rate,Tenure_Months,Outstanding_Amount,Loan_Status
LOAN03887,CUST00316,BR011,Auto Loan,2025-07-28,1917655.65,11.27,36,272328.38,Defaulted
LOAN03888,CUST03830,BR038,Education Loan,2024-03-19,1415459.72,14.12,84,1408731.94,Defaulted
LOAN03889,CUST06478,BR017,Business Loan,2022-11-19,4787730.68,10.44,48,3380587.47,Pending
LOAN03890,CUST06634,BR024,Education Loan,2021-09-10,927752.74,14.15,12,583918.42,Defaulted
LOAN03891,CUST03722,BR005,Auto Loan,2023-10-25,1494801.2,8.61,60,712792.2,Defaulted
LOAN03892,CUST06949,BR026,Education Loan,2022-07-22,1417098.53,10.26,12,1264461.42,Defaulted
LOAN03893,CUST05006,BR048,Auto Loan,2020-09-04,1162840.45,9.3,36,701997.58,Defaulted
LOAN03894,CUST01189,BR016,Home Loan,2023-07-23,3072918.02,12.91,48,1953908.49,Defaulted
LOAN03895,CUST07971,BR021,Personal Loan,2022-01-29,162124.84,12.91,84,22280.27,Pending
LOAN03896,CUST04422,BR003,Education Loan,2020-02-04,615913.74,7.52,12,441510.97,Active
LOAN03897,CUST06914,BR053,Business Loan,2024-04-15,2538507.91,12.8,84,1613013.15,Closed
LOAN03898,CUST06274,BR003,Business Loan,2025-09-30,4036292.7,7.18,60,1961795.16,Closed
LOAN03899,CUST00272,BR027,Home Loan,2020-08-16,2245630.48,12.52,48,1421153.24,Pending
LOAN03900,CUST02530,BR020,Business Loan,2020-05-07,957778.99,10.27,240,144304.07,Defaulted
LOAN03901,CUST01054,BR012,Personal Loan,2021-08-01,359895.97,11.83,84,208469.64,Pending
LOAN03902,CUST06155,BR047,Education Loan,2020-11-20,279222.02,11.87,24,247005.68,Active
LOAN03903,CUST02215,BR037,Auto Loan,2021-04-22,225430.15,13.73,12,180426.24,Closed
LOAN03904,CUST05546,BR042,Personal Loan,2025-10-08,57125.04,13.74,180,11987.32,Pending
LOAN03905,CUST07458,BR020,Auto Loan,2022-07-22,1162819.68,12.23,120,782295.73,Active
LOAN03906,CUST06128,BR002,Business Loan,2022-04-20,3296688.98,8.93,48,3127399.88,Defaulted
LOAN03907,CUST07496,BR026,Education Loan,2021-12-18,187700.88,7.44,240,105102.83,Closed
LOAN03908,CUST00092,BR038,Personal Loan,2024-11-03,473948.1,10.8,120,153797.95,Defaulted
LOAN03909,CUST05194,BR013,Business Loan,2021-07-06,3825488.08,10.35,240,1332523.18,Pending
LOAN03910,CUST02544,BR055,Auto Loan,2021-07-17,1305521.67,15.48,120,619765.53,Defaulted
LOAN03911,CUST03681,BR012,Business Loan,2020-05-12,1989726.75,9.4,12,862650.91,Closed
LOAN03912,CUST06030,BR003,Auto Loan,2021-09-09,553604.99,8.87,60,375867.15,Active
LOAN03913,CUST02259,BR023,Business Loan,2023-12-10,4479956.69,8.84,12,3437121.47,Closed
LOAN03914,CUST03466,BR056,Education Loan,2025-05-05,1115318.79,11.48,180,926583.92,Defaulted
LOAN03915,CUST05834,BR059,Business Loan,2025-03-20,2023928.08,12.83,24,982526.65,Closed
LOAN03916,CUST02685,BR048,Home Loan,2022-04-17,3353409.01,10.25,36,1591652.71,Pending
LOAN03917,CUST01929,BR057,Personal Loan,2020-12-24,261456.64,9.77,120,161278.97,Pending
LOAN03918,CUST00975,BR023,Home Loan,2023-06-07,4350142.21,10.4,120,642807.66,Closed
LOAN03919,CUST01094,BR044,Personal Loan,2024-12-15,312483.91,10.29,24,127089.96,Defaulted
LOAN03920,CUST07445,BR014,Auto Loan,2020-04-24,1663986.74,7.7,12,1494612.39,Active
LOAN03921,CUST07645,BR035,Personal Loan,2021-06-13,426653.7,7.22,36,157231.82,Active
LOAN03922,CUST00175,BR053,Auto Loan,2024-12-27,629354.54,11.3,240,95248.85,Defaulted
LOAN03923,CUST07385,BR044,Home Loan,2025-06-06,7280550.35,12.58,36,4185228.33,Pending
LOAN03924,CUST01529,BR012,Education Loan,2025-01-30,976250.01,11.23,60,860383.46,Defaulted
LOAN03925,CUST00283,BR037,Education Loan,2020-02-11,1274539.35,12.12,240,692593.73,Pending
LOAN03926,CUST06602,BR004,Business Loan,2022-02-13,3337198.43,12.7,48,3309964.1,Active
LOAN03927,CUST06299,BR057,Personal Loan,2022-11-28,581157.34,13.2,120,283216.22,Closed
LOAN03928,CUST02883,BR021,Business Loan,2025-10-01,4488007.11,11.02,180,2047804.61,Active
LOAN03929,CUST06346,BR049,Personal Loan,2020-12-23,140540.77,7.52,84,9499.06,Active
LOAN03930,CUST02550,BR011,Home Loan,2025-03-06,993141.54,12.69,180,943206.23,Defaulted
LOAN03931,CUST00436,BR001,Personal Loan,2024-09-21,97804.68,15.39,12,93254.56,Active
LOAN03932,CUST01937,BR037,Education Loan,2025-01-22,453554.8,15.07,36,125597.95,Defaulted
LOAN03933,CUST01826,BR045,Home Loan,2021-04-08,5916153.39,8.25,84,1436790.86,Defaulted
LOAN03934,CUST04124,BR020,Business Loan,2025-09-24,3209673.61,8.94,36,1016757.04,Defaulted
LOAN03935,CUST06702,BR060,Home Loan,2020-11-16,6168651.28,14.68,48,2599489.35,Pending
LOAN03936,CUST07308,BR011,Education Loan,2022-05-15,875720.43,11.83,60,327902.35,Closed
LOAN03937,CUST07086,BR040,Auto Loan,2022-11-29,1444606.16,8.87,36,237405.6,Pending
LOAN03938,CUST01570,BR037,Business Loan,2021-02-05,4550415.45,7.07,180,3774853.96,Closed
LOAN03939,CUST03204,BR037,Home Loan,2022-11-22,5578526.02,14.6,120,3632359.94,Pending
LOAN03940,CUST07076,BR057,Business Loan,2021-11-18,4678474.66,10.49,24,1837529.53,Active
LOAN03941,CUST01039,BR057,Education Loan,2022-06-12,1293329.76,14.88,48,620572.92,Active
LOAN03942,CUST07220,BR055,Personal Loan,2021-04-08,505653.7,14.05,48,349423.32,Pending
LOAN03943,CUST07996,BR051,Auto Loan,2023-08-20,704093.92,13.31,180,172612.9,Closed
LOAN03944,CUST05412,BR040,Education Loan,2023-04-12,165494.91,12.44,24,56941.48,Closed
LOAN03945,CUST07398,BR022,Education Loan,2024-03-12,817423.05,12.09,180,687429.28,Closed
LOAN03946,CUST00593,BR007,Auto Loan,2021-10-11,1171817.01,9.82,180,1003434.04,Defaulted
LOAN03947,CUST07992,BR017,Education Loan,2023-12-20,1395031.3,11.32,240,1122943.83,Closed
LOAN03948,CUST02458,BR054,Education Loan,2024-03-03,891057.01,12.75,84,340877.79,Defaulted
LOAN03949,CUST07586,BR023,Personal Loan,2022-01-21,413940.08,8.78,48,385576.2,Defaulted
LOAN03950,CUST00839,BR003,Education Loan,2021-01-16,1184491.64,15.27,240,167583.4,Closed
LOAN03951,CUST03053,BR002,Education Loan,2021-11-22,624342.49,8.12,36,38201.73,Active
LOAN03952,CUST02348,BR023,Home Loan,2025-02-04,6980027.8,10.17,24,1218676.71,Defaulted
LOAN03953,CUST06247,BR027,Business Loan,2023-01-15,1965118.87,14.4,240,192787.52,Pending
LOAN03954,CUST05799,BR037,Home Loan,2024-02-09,4487634.41,11.22,48,2440389.83,Defaulted
LOAN03955,CUST02620,BR047,Home Loan,2023-05-02,4471263.43,11.68,60,3580788.33,Defaulted
LOAN03956,CUST04028,BR001,Education Loan,2022-06-25,1105439.45,8.29,240,1071741.26,Closed
LOAN03957,CUST01485,BR023,Personal Loan,2022-08-11,320947.72,10.8,48,157869.75,Pending
LOAN03958,CUST04747,BR003,Auto Loan,2021-10-04,1273584.47,12.69,240,1033462.89,Defaulted
LOAN03959,CUST07568,BR022,Auto Loan,2025-03-13,1596158.02,7.2,240,298847.14,Closed
LOAN03960,CUST03834,BR024,Education Loan,2020-01-09,284649.82,14.78,240,28963.28,Pending
LOAN03961,CUST02974,BR014,Education Loan,2021-06-08,1341130.66,7.96,180,339215.51,Active
LOAN03962,CUST04454,BR035,Personal Loan,2021-07-13,335771.69,8.25,84,131577.11,Closed
LOAN03963,CUST00525,BR058,Auto Loan,2020-04-25,567011.34,13.42,180,97731.47,Active
LOAN03964,CUST07036,BR028,Education Loan,2021-02-27,801376.44,13.09,60,615598.51,Pending
LOAN03965,CUST03825,BR025,Business Loan,2025-07-17,473233.07,11.34,48,142709.78,Defaulted
LOAN03966,CUST05164,BR004,Education Loan,2024-12-17,1445549.95,9.87,48,1101662.01,Active
LOAN03967,CUST06041,BR018,Auto Loan,2020-02-14,1297342.69,14.7,60,1262474.1,Active
LOAN03968,CUST07844,BR011,Education Loan,2020-06-16,103196.31,8.49,12,20437.54,Active
LOAN03969,CUST02533,BR040,Home Loan,2024-01-12,4588400.08,12.27,120,1256382.32,Active
LOAN03970,CUST04563,BR041,Auto Loan,2023-04-10,1526883.34,10.39,180,719114.51,Active
LOAN03971,CUST00116,BR005,Education Loan,2022-10-02,339049.64,13.83,60,66545.04,Pending
LOAN03972,CUST07663,BR008,Auto Loan,2022-10-25,251810.32,12.77,240,115849.36,Active
LOAN03973,CUST05583,BR055,Business Loan,2023-08-28,3719180.41,11.88,48,2644168.84,Closed
LOAN03974,CUST04440,BR015,Education Loan,2024-05-10,1332465.67,7.65,24,1194595.2,Defaulted
LOAN03975,CUST04586,BR045,Business Loan,2022-04-04,2454392.26,15.38,84,2226658.3,Closed
LOAN03976,CUST06576,BR027,Personal Loan,2020-06-05,627225.87,13.37,48,520931.02,Closed
LOAN03977,CUST03928,BR027,Education Loan,2023-03-28,1423780.09,7.33,240,724886.68,Pending
LOAN03978,CUST03512,BR004,Education Loan,2020-07-31,748473.14,8.37,12,633893.46,Defaulted
LOAN03979,CUST02368,BR007,Personal Loan,2024-07-04,323207.06,14.12,24,95718.07,Active
LOAN03980,CUST01292,BR054,Business Loan,2023-08-21,464672.78,15.29,240,178509.51,Active
LOAN03981,CUST07679,BR038,Business Loan,2021-03-15,3437609.41,9.8,240,241331.67,Defaulted
LOAN03982,CUST05562,BR007,Education Loan,2022-03-31,932890.76,13.42,60,440606.6,Active
LOAN03983,CUST00613,BR029,Business Loan,2020-11-17,1739493.14,14.11,36,1407525.71,Closed
LOAN03984,CUST03023,BR011,Business Loan,2025-04-25,1434009.56,10.86,60,824884.75,Pending
LOAN03985,CUST06426,BR037,Education Loan,2020-12-22,1465884.44,10.5,48,1042878.03,Defaulted
LOAN03986,CUST05563,BR060,Home Loan,2025-04-15,4500929.27,11.82,84,2342476.85,Pending
LOAN03987,CUST01106,BR019,Auto Loan,2024-10-07,1875205.02,13.24,120,1217401.94,Active
LOAN03988,CUST05851,BR006,Business Loan,2023-09-27,3020231.12,13.3,120,2997106.96,Active
LOAN03989,CUST07570,BR055,Auto Loan,2020-09-07,1477435.84,8.18,24,673335.62,Active
LOAN03990,CUST00245,BR038,Education Loan,2022-01-03,409790.82,11.72,12,27089.42,Defaulted
LOAN03991,CUST03162,BR034,Personal Loan,2023-03-12,221121.45,11.31,84,193323.08,Active
LOAN03992,CUST06598,BR016,Personal Loan,2023-03-09,257146.68,8.77,240,253779.58,Pending
LOAN03993,CUST02841,BR041,Education Loan,2025-01-13,372544.3,15.41,180,270102.15,Active
LOAN03994,CUST04740,BR036,Education Loan,2024-11-18,203557.25,7.19,36,180935.68,Active
LOAN03995,CUST06105,BR005,Business Loan,2022-09-02,1786300.48,13.52,36,563752.1,Closed
LOAN03996,CUST00139,BR034,Education Loan,2023-03-01,1219190.79,14.57,48,794693.54,Closed
LOAN03997,CUST05753,BR019,Home Loan,2023-11-02,5470258.47,13.74,48,3209363.55,Defaulted
LOAN03998,CUST07121,BR028,Home Loan,2020-01-20,6834036.76,11.91,48,2771517.56,Defaulted
LOAN03999,CUST05687,BR032,Auto Loan,2020-03-31,1990126.72,8.2,84,306276.94,Active
LOAN04000,CUST02605,BR021,Personal Loan,2021-10-13,444312.6,14.72,84,156902.91,Closed
LOAN04001,CUST02210,BR032,Business Loan,2024-05-08,4595141.98,11.52,24,1466574.96,Active
LOAN04002,CUST03087,BR013,Auto Loan,2023-06-21,1450050.64,13.5,120,1323848.52,Closed
LOAN04003,CUST04651,BR060,Auto Loan,2021-05-27,687290.04,8.22,24,665900.82,Active
LOAN04004,CUST02574,BR014,Auto Loan,2025-12-21,1808503.17,7.04,180,1040898.84,Pending
LOAN04005,CUST04498,BR046,Auto Loan,2022-08-30,1228777.96,11.23,240,441443.85,Defaulted
LOAN04006,CUST06284,BR058,Business Loan,2024-12-11,436376.32,8.13,48,57942.79,Active
LOAN04007,CUST04221,BR034,Business Loan,2025-05-15,4985118.98,9.94,24,1460228.22,Closed
LOAN04008,CUST05714,BR028,Home Loan,2022-09-23,5267862.81,7.77,48,2990268.58,Defaulted
LOAN04009,CUST04587,BR001,Business Loan,2020-12-31,2454365.57,8.61,48,1823385.26,Closed
LOAN04010,CUST00189,BR010,Personal Loan,2023-02-09,668291.02,9.38,180,624982.23,Defaulted
LOAN04011,CUST00090,BR017,Home Loan,2023-01-21,2484757.46,9.05,36,1478086.08,Pending
LOAN04012,CUST00721,BR029,Education Loan,2024-01-25,260531.42,14.85,180,93929.75,Defaulted
LOAN04013,CUST03294,BR035,Education Loan,2025-05-02,234737.29,15.19,240,89770.07,Defaulted
LOAN04014,CUST00351,BR034,Personal Loan,2024-08-21,188807.51,9.74,180,63430.44,Active
LOAN04015,CUST04944,BR035,Auto Loan,2021-11-13,270113.65,10.19,24,20844.63,Pending
LOAN04016,CUST07064,BR057,Education Loan,2022-12-29,700428.62,8.97,120,185422.17,Closed
LOAN04017,CUST06062,BR044,Personal Loan,2025-05-19,581065.49,10.24,12,264427.25,Closed
LOAN04018,CUST00283,BR010,Personal Loan,2024-08-01,267112.74,11.02,60,265803.13,Defaulted
LOAN04019,CUST00232,BR055,Business Loan,2025-10-13,4726706.59,7.62,84,2639154.09,Defaulted
LOAN04020,CUST01928,BR004,Auto Loan,2024-03-01,1033784.77,8.79,36,597478.12,Closed
LOAN04021,CUST03826,BR013,Home Loan,2025-12-15,5752970.56,7.59,12,1520752.78,Defaulted
LOAN04022,CUST05994,BR013,Personal Loan,2022-05-23,351443.66,9.63,240,96858.71,Closed
LOAN04023,CUST01906,BR033,Home Loan,2025-08-01,934813.76,8.96,180,711714.11,Active
LOAN04024,CUST00844,BR056,Education Loan,2022-06-05,1476148.63,13.91,24,1430901.01,Pending
LOAN04025,CUST07013,BR058,Home Loan,2021-04-30,2361031.91,8.06,12,1508182.74,Closed
LOAN04026,CUST07639,BR007,Home Loan,2021-04-10,7388776.46,14.88,60,6043381.24,Closed
LOAN04027,CUST02706,BR046,Business Loan,2022-09-30,4786934.69,13.2,48,1486989.45,Pending
LOAN04028,CUST07180,BR038,Auto Loan,2021-05-02,1163109.33,12.14,60,865332.8,Pending
LOAN04029,CUST04631,BR045,Auto Loan,2021-07-15,1746590.23,10.52,240,1504639.43,Closed
LOAN04030,CUST03188,BR017,Auto Loan,2023-03-07,412860.65,7.54,240,348452.53,Defaulted
LOAN04031,CUST00816,BR036,Home Loan,2022-07-15,1834451.67,13.19,48,817037.28,Active
LOAN04032,CUST04116,BR059,Education Loan,2021-05-01,1376504.21,15.34,120,1019609.4,Active
LOAN04033,CUST07332,BR012,Personal Loan,2021-07-03,488774.16,9.51,60,33224.89,Pending
LOAN04034,CUST01839,BR012,Personal Loan,2023-09-24,456825.83,11.52,84,343279.59,Active
LOAN04035,CUST04465,BR007,Auto Loan,2021-09-05,339245.97,14.76,48,41593.38,Defaulted
LOAN04036,CUST04237,BR009,Auto Loan,2024-03-18,842349.68,15.0,48,249571.1,Defaulted
LOAN04037,CUST07077,BR024,Auto Loan,2021-12-05,454507.19,11.25,84,410823.47,Closed
LOAN04038,CUST04720,BR060,Education Loan,2022-12-20,502342.13,10.84,180,302929.33,Defaulted
LOAN04039,CUST01289,BR055,Education Loan,2021-06-22,993105.77,13.88,36,885925.37,Active
LOAN04040,CUST02626,BR007,Home Loan,2025-08-06,1634802.26,8.16,60,1581993.66,Pending
LOAN04041,CUST07526,BR035,Education Loan,2023-06-01,291131.77,11.75,84,217512.28,Closed
LOAN04042,CUST05119,BR042,Personal Loan,2024-01-16,399597.6,7.45,60,359964.42,Active
LOAN04043,CUST03767,BR039,Home Loan,2023-06-25,4378008.73,14.3,36,3207112.07,Closed
LOAN04044,CUST05843,BR006,Auto Loan,2025-10-04,661135.92,10.83,48,499451.88,Active
LOAN04045,CUST02078,BR004,Education Loan,2024-03-31,1253204.1,11.14,24,588257.21,Defaulted
LOAN04046,CUST00762,BR004,Education Loan,2021-02-22,855313.96,11.36,12,455468.89,Pending
LOAN04047,CUST04067,BR037,Education Loan,2021-08-03,628881.36,12.5,240,182660.91,Active
LOAN04048,CUST04301,BR010,Education Loan,2022-12-20,321365.71,12.24,60,217636.19,Defaulted
LOAN04049,CUST00544,BR025,Home Loan,2022-11-30,6499237.0,14.82,48,1060007.16,Pending
LOAN04050,CUST04573,BR025,Personal Loan,2023-04-18,596697.8,14.38,12,527580.26,Pending
LOAN04051,CUST00843,BR040,Business Loan,2020-11-11,1933067.12,15.18,48,1376206.3,Defaulted
LOAN04052,CUST05464,BR033,Home Loan,2024-04-01,3038764.03,13.55,36,1375248.44,Pending
LOAN04053,CUST05965,BR038,Personal Loan,2025-02-15,419509.35,14.32,12,74898.2,Defaulted
LOAN04054,CUST05251,BR050,Auto Loan,2021-01-13,1866459.02,9.59,60,1038249.51,Closed
LOAN04055,CUST03390,BR036,Personal Loan,2023-11-21,749072.42,13.17,48,174437.32,Active
LOAN04056,CUST01630,BR018,Home Loan,2022-02-15,6665883.72,13.57,48,5488387.49,Pending
LOAN04057,CUST02825,BR035,Home Loan,2022-03-01,6273452.67,14.92,36,579643.69,Defaulted
LOAN04058,CUST06982,BR033,Auto Loan,2023-06-12,653243.72,11.07,24,505510.65,Pending
LOAN04059,CUST04566,BR003,Auto Loan,2023-04-01,1635825.9,11.41,12,212596.15,Pending
LOAN04060,CUST02771,BR029,Education Loan,2024-05-27,937093.96,8.54,120,190976.69,Defaulted
LOAN04061,CUST05949,BR013,Education Loan,2022-06-09,280530.32,12.17,12,248251.88,Pending
LOAN04062,CUST02456,BR022,Personal Loan,2023-09-26,774949.17,14.81,36,555507.42,Active
LOAN04063,CUST06347,BR056,Business Loan,2023-06-13,1600576.99,7.61,48,736496.52,Active
LOAN04064,CUST06907,BR047,Business Loan,2022-08-27,1765227.49,9.49,120,1342373.41,Pending
LOAN04065,CUST06193,BR029,Education Loan,2025-04-30,686700.8,8.68,240,121702.15,Closed
LOAN04066,CUST00329,BR048,Home Loan,2023-09-04,4888831.85,11.55,36,2592939.79,Closed
LOAN04067,CUST04738,BR039,Auto Loan,2020-12-28,921151.83,10.48,24,386154.45,Active
LOAN04068,CUST02101,BR021,Auto Loan,2022-09-18,1617210.26,11.04,240,1459245.55,Pending
LOAN04069,CUST02222,BR049,Personal Loan,2023-04-23,347914.27,15.41,12,292223.65,Pending
LOAN04070,CUST02988,BR057,Auto Loan,2020-11-15,685044.31,12.06,84,608706.2,Active
LOAN04071,CUST06327,BR029,Auto Loan,2021-08-20,1977706.91,12.59,240,398051.77,Defaulted
LOAN04072,CUST00025,BR031,Auto Loan,2020-12-29,364121.56,10.72,84,333605.99,Closed
LOAN04073,CUST06164,BR059,Home Loan,2024-03-02,5709480.9,14.02,36,3287656.41,Defaulted
LOAN04074,CUST02783,BR049,Home Loan,2025-10-01,2188104.44,12.13,60,2096209.26,Active
LOAN04075,CUST03478,BR005,Home Loan,2025-06-29,1378023.01,12.69,60,219887.28,Pending
LOAN04076,CUST01935,BR016,Personal Loan,2023-11-25,671689.12,10.08,12,205498.91,Active
LOAN04077,CUST03049,BR027,Business Loan,2025-08-27,4575225.18,15.29,120,3538005.28,Active
LOAN04078,CUST05727,BR024,Business Loan,2025-09-22,4789327.36,13.15,24,3818659.81,Closed
LOAN04079,CUST00505,BR037,Auto Loan,2025-06-14,500328.71,14.14,12,432257.62,Active
LOAN04080,CUST07525,BR032,Home Loan,2020-06-14,3574255.82,11.19,12,3321315.04,Pending
LOAN04081,CUST02149,BR028,Auto Loan,2025-07-26,424607.85,11.23,240,144153.54,Active
LOAN04082,CUST03165,BR039,Business Loan,2025-10-20,331672.95,8.89,12,244576.76,Defaulted
LOAN04083,CUST04485,BR042,Home Loan,2023-10-12,2844213.46,10.67,36,2376395.15,Closed
LOAN04084,CUST07673,BR031,Business Loan,2020-12-23,2990370.51,12.27,240,1336081.92,Closed
LOAN04085,CUST05312,BR029,Education Loan,2025-09-22,828867.58,10.02,120,756253.85,Defaulted
LOAN04086,CUST01696,BR033,Business Loan,2025-04-12,1892090.68,11.45,60,1361209.78,Active
LOAN04087,CUST01282,BR034,Home Loan,2022-05-15,4996660.55,8.99,240,1705438.78,Pending
LOAN04088,CUST00253,BR049,Personal Loan,2024-11-04,105064.36,10.56,60,90487.03,Closed
LOAN04089,CUST05558,BR047,Education Loan,2020-03-08,247367.99,8.14,120,80739.62,Active
LOAN04090,CUST01399,BR060,Education Loan,2025-08-03,1073591.74,13.78,180,506314.12,Closed
LOAN04091,CUST03958,BR044,Auto Loan,2024-09-17,373590.9,12.47,180,323464.77,Pending
LOAN04092,CUST01213,BR001,Education Loan,2021-06-14,315676.1,14.37,180,173966.71,Pending
LOAN04093,CUST06166,BR011,Home Loan,2021-05-10,2853008.04,12.08,12,2175503.04,Closed
LOAN04094,CUST04688,BR037,Business Loan,2022-09-26,2123493.41,7.27,180,714148.11,Defaulted
LOAN04095,CUST04883,BR059,Education Loan,2025-08-11,398349.13,9.05,180,203411.8,Active
LOAN04096,CUST00698,BR003,Education Loan,2020-08-15,1232299.27,9.85,60,955093.76,Defaulted
LOAN04097,CUST01558,BR004,Business Loan,2023-01-01,2307442.52,8.12,120,497483.59,Defaulted
LOAN04098,CUST03212,BR019,Business Loan,2021-08-26,3701608.11,15.22,120,1455102.45,Pending
LOAN04099,CUST05957,BR002,Education Loan,2022-09-30,619704.41,13.2,180,404245.74,Defaulted
LOAN04100,CUST02741,BR013,Business Loan,2025-04-17,1993298.69,10.45,12,1077132.83,Active
LOAN04101,CUST00504,BR002,Home Loan,2023-12-15,2529732.62,10.26,24,1551096.24,Closed
LOAN04102,CUST03917,BR007,Personal Loan,2020-12-23,296996.64,12.8,240,100143.73,Defaulted
LOAN04103,CUST02065,BR007,Personal Loan,2024-08-28,757949.32,10.35,36,272349.28,Closed
LOAN04104,CUST06368,BR019,Auto Loan,2025-06-21,303597.08,12.94,60,15184.63,Defaulted
LOAN04105,CUST06745,BR014,Education Loan,2025-10-07,363745.27,14.27,12,169887.25,Active
LOAN04106,CUST05681,BR005,Business Loan,2020-05-24,749402.72,13.83,48,412640.09,Pending
LOAN04107,CUST02372,BR055,Business Loan,2022-06-03,1438276.51,11.56,60,986845.99,Closed
LOAN04108,CUST06101,BR054,Auto Loan,2024-06-13,1805437.37,7.4,120,1791102.76,Closed
LOAN04109,CUST05458,BR017,Home Loan,2020-01-26,2417882.48,10.57,36,917064.7,Active
LOAN04110,CUST07167,BR018,Business Loan,2021-11-02,3740951.85,11.26,36,1151747.29,Closed
LOAN04111,CUST02631,BR033,Personal Loan,2021-09-13,419769.38,7.82,24,197544.32,Closed
LOAN04112,CUST05499,BR042,Home Loan,2020-07-02,5673545.48,8.81,12,4378958.43,Defaulted
LOAN04113,CUST04116,BR046,Business Loan,2025-07-02,1303923.75,10.9,48,996381.49,Active
LOAN04114,CUST03314,BR048,Education Loan,2022-10-31,1124386.52,13.09,120,567523.59,Pending
LOAN04115,CUST01107,BR015,Personal Loan,2022-09-21,501272.4,12.04,24,116306.14,Pending
LOAN04116,CUST04607,BR001,Business Loan,2023-12-20,1801708.22,13.05,120,727599.39,Pending
LOAN04117,CUST01747,BR004,Home Loan,2024-01-14,3197233.04,12.59,24,1529576.27,Defaulted
LOAN04118,CUST03171,BR027,Auto Loan,2021-05-01,1572680.65,14.53,180,1063291.24,Closed
LOAN04119,CUST07545,BR040,Personal Loan,2024-05-18,572005.23,14.25,240,349464.1,Pending
LOAN04120,CUST05830,BR013,Education Loan,2021-09-03,219793.53,11.45,12,145595.64,Pending
LOAN04121,CUST06456,BR017,Education Loan,2025-03-28,107352.42,11.81,36,9773.83,Active
LOAN04122,CUST06005,BR026,Business Loan,2020-12-08,1417516.85,7.69,60,621142.77,Closed
LOAN04123,CUST05275,BR028,Auto Loan,2024-02-15,1948064.35,7.48,120,664385.22,Closed
LOAN04124,CUST03104,BR032,Home Loan,2021-10-24,5735930.46,12.96,84,1578463.74,Defaulted
LOAN04125,CUST04571,BR017,Personal Loan,2022-08-26,596991.58,15.09,180,261907.89,Pending
LOAN04126,CUST02660,BR059,Business Loan,2024-04-17,2373212.59,13.29,84,579587.09,Closed
LOAN04127,CUST03310,BR048,Auto Loan,2025-09-03,685503.43,14.34,120,324231.68,Defaulted
LOAN04128,CUST04213,BR038,Personal Loan,2023-10-22,443237.54,11.44,24,350395.42,Pending
LOAN04129,CUST05799,BR021,Home Loan,2023-02-15,1147647.74,14.07,36,210592.02,Defaulted
LOAN04130,CUST03706,BR029,Personal Loan,2022-01-08,298652.45,11.75,240,60269.14,Defaulted
LOAN04131,CUST07803,BR039,Auto Loan,2020-03-15,588547.22,15.36,12,155536.47,Closed
LOAN04132,CUST05863,BR044,Home Loan,2020-06-08,2588740.99,14.15,12,554144.11,Active
LOAN04133,CUST05075,BR058,Business Loan,2021-12-19,2011129.18,13.02,180,874481.67,Defaulted
LOAN04134,CUST06266,BR033,Auto Loan,2023-01-30,1158087.55,13.97,120,64238.14,Defaulted
LOAN04135,CUST02249,BR031,Personal Loan,2020-05-06,73787.49,10.44,240,14911.27,Active
LOAN04136,CUST06973,BR035,Education Loan,2022-10-05,699014.17,12.33,240,216596.79,Pending
LOAN04137,CUST06720,BR028,Personal Loan,2021-11-01,223494.94,8.21,24,51077.27,Pending
LOAN04138,CUST05534,BR039,Home Loan,2021-06-26,2708833.95,7.09,24,181381.57,Active
LOAN04139,CUST04423,BR051,Business Loan,2024-05-27,2215599.58,7.37,240,1883281.53,Defaulted
LOAN04140,CUST03246,BR026,Education Loan,2023-09-22,256084.69,15.06,24,41789.49,Active
LOAN04141,CUST05072,BR046,Business Loan,2020-09-01,912131.48,10.03,24,323412.87,Defaulted
LOAN04142,CUST05217,BR033,Business Loan,2025-05-31,3771368.12,14.33,12,3115288.95,Pending
LOAN04143,CUST06826,BR012,Auto Loan,2022-08-27,1827161.62,10.39,240,1623514.97,Defaulted
LOAN04144,CUST07472,BR031,Personal Loan,2023-10-07,406515.12,9.2,60,127515.52,Defaulted
LOAN04145,CUST07933,BR054,Home Loan,2020-09-07,7847478.78,14.8,84,6570633.59,Pending
LOAN04146,CUST07389,BR028,Home Loan,2020-03-08,4239003.62,14.44,48,4161497.37,Closed
LOAN04147,CUST05584,BR036,Home Loan,2025-09-21,7151846.26,13.23,36,4038313.65,Closed
LOAN04148,CUST04512,BR011,Personal Loan,2023-10-12,183868.32,14.88,120,126819.73,Active
LOAN04149,CUST02831,BR001,Auto Loan,2023-01-27,1149804.0,8.59,120,90680.04,Closed
LOAN04150,CUST01002,BR003,Auto Loan,2020-04-23,652143.5,9.51,84,322768.26,Pending
LOAN04151,CUST01228,BR002,Business Loan,2023-12-17,1521015.31,14.8,24,1022975.73,Active
LOAN04152,CUST05286,BR044,Business Loan,2021-04-25,3026527.59,11.07,60,1433010.5,Active
LOAN04153,CUST00256,BR046,Business Loan,2022-05-13,2488544.46,13.23,180,1451564.42,Pending
LOAN04154,CUST06998,BR043,Education Loan,2021-01-22,971938.72,9.35,120,856367.45,Pending
LOAN04155,CUST04813,BR037,Home Loan,2023-05-10,1239808.08,13.48,120,1168281.3,Pending
