Account_ID,Customer_ID,Branch_ID,Account_Type,Opening_Date,Current_Balance,Account_Status
ACC06710,CUST01468,BR057,Savings,2021-12-05,16959.64,Closed
ACC06711,CUST07948,BR045,Savings,2025-11-01,57831.43,Active
ACC06712,CUST01583,BR006,Current,2019-01-30,151563.53,Dormant
ACC06713,CUST07224,BR055,Current,2022-05-12,152406.97,Dormant
ACC06714,CUST04467,BR057,Salary,2019-07-01,16306.65,Closed
ACC06715,CUST07910,BR045,Fixed Deposit,2022-04-19,18435.37,Active
ACC06716,CUST05072,BR017,Salary,2021-03-19,18445.53,Dormant
ACC06717,CUST04048,BR053,Savings,2024-06-24,56588.43,Closed
ACC06718,CUST06308,BR048,Savings,2024-06-07,20476.63,Closed
ACC06719,CUST01234,BR027,Savings,2023-10-07,105886.76,Active
ACC06720,CUST02423,BR021,Fixed Deposit,2024-10-26,100297.91,Active
ACC06721,CUST00592,BR044,Savings,2025-06-23,36733.56,Active
ACC06722,CUST05617,BR041,Savings,2022-01-10,58556.22,Dormant
ACC06723,CUST01433,BR029,Savings,2021-08-24,29733.6,Closed
ACC06724,CUST01623,BR038,Savings,2025-08-10,2336.64,Closed
ACC06725,CUST04557,BR042,Fixed Deposit,2022-08-06,44378.78,Active
ACC06726,CUST01881,BR027,Savings,2025-12-21,64695.78,Dormant
ACC06727,CUST04013,BR030,Savings,2023-11-24,10648.43,Active
ACC06728,CUST06007,BR047,Salary,2025-11-07,11425.11,Active
ACC06729,CUST06163,BR057,Savings,2022-11-06,8601.12,Dormant
ACC06730,CUST02156,BR037,Fixed Deposit,2021-11-17,174617.57,Active
ACC06731,CUST05863,BR052,Salary,2022-06-13,43349.25,Dormant
ACC06732,CUST04153,BR048,Fixed Deposit,2023-06-23,35230.89,Active
ACC06733,CUST01637,BR037,Savings,2025-12-15,25148.87,Dormant
ACC06734,CUST04044,BR029,Savings,2021-11-15,11938.88,Closed
ACC06735,CUST06984,BR041,Savings,2022-01-01,38309.38,Dormant
ACC06736,CUST07194,BR029,Savings,2019-02-12,34846.74,Active
ACC06737,CUST07603,BR028,Savings,2020-11-25,45731.15,Closed
ACC06738,CUST03955,BR014,Savings,2025-10-08,29694.78,Active
ACC06739,CUST00551,BR015,Savings,2021-07-18,309237.72,Closed
ACC06740,CUST03153,BR038,Savings,2023-04-25,8733.04,Dormant
ACC06741,CUST02821,BR037,Savings,2023-01-31,4724.22,Active
ACC06742,CUST00040,BR020,Savings,2024-01-08,15463.21,Dormant
ACC06743,CUST06737,BR045,Fixed Deposit,2024-02-22,23369.97,Dormant
ACC06744,CUST01137,BR057,Savings,2021-08-14,5749.02,Dormant
ACC06745,CUST04732,BR039,Salary,2019-09-27,6628.14,Active
ACC06746,CUST02577,BR009,Current,2020-10-18,14440.78,Dormant
ACC06747,CUST02397,BR020,Savings,2021-10-22,9328.63,Active
ACC06748,CUST00149,BR047,Savings,2024-04-19,35115.47,Active
ACC06749,CUST02351,BR002,Current,2019-03-14,21890.56,Dormant
ACC06750,CUST05663,BR043,Current,2023-10-17,30347.99,Dormant
ACC06751,CUST07214,BR036,Current,2024-11-23,88808.07,Dormant
ACC06752,CUST06402,BR019,Current,2023-12-15,16876.5,Dormant
ACC06753,CUST04098,BR021,Fixed Deposit,2025-05-02,51086.34,Active
ACC06754,CUST06736,BR047,Savings,2025-03-04,30613.12,Dormant
ACC06755,CUST01558,BR012,Savings,2019-11-16,3837.55,Active
ACC06756,CUST05121,BR011,Current,2020-10-15,3344.57,Closed
ACC06757,CUST04699,BR049,Savings,2021-08-19,30076.69,Closed
ACC06758,CUST00046,BR049,Current,2020-03-26,59397.91,Dormant
ACC06759,CUST04946,BR040,Savings,2023-08-23,141181.01,Closed
ACC06760,CUST05036,BR029,Savings,2023-11-03,25394.44,Active
ACC06761,CUST01345,BR037,Savings,2024-07-26,46063.02,Dormant
ACC06762,CUST04551,BR018,Current,2020-05-20,29867.53,Closed
ACC06763,CUST04031,BR046,Savings,2023-04-21,28781.97,Active
ACC06764,CUST04081,BR051,Salary,2020-02-06,42919.42,Dormant
ACC06765,CUST07493,BR052,Savings,2024-07-03,3256.49,Active
ACC06766,CUST01199,BR059,Savings,2025-02-22,31960.45,Active
ACC06767,CUST00160,BR020,Savings,2023-09-16,150546.62,Dormant
ACC06768,CUST06322,BR034,Savings,2024-11-15,28391.09,Closed
ACC06769,CUST02745,BR014,Savings,2025-03-21,97296.24,Active
ACC06770,CUST04331,BR041,Salary,2022-05-06,8600.29,Closed
ACC06771,CUST07513,BR045,Savings,2021-09-05,21400.24,Closed
ACC06772,CUST02418,BR041,Savings,2020-10-08,22701.18,Active
ACC06773,CUST03110,BR017,Salary,2023-10-05,2829.02,Closed
ACC06774,CUST03694,BR007,Current,2022-02-05,11291.69,Closed
ACC06775,CUST07435,BR010,Current,2024-12-19,12126.22,Dormant
ACC06776,CUST01033,BR020,Savings,2020-06-25,46159.56,Closed
ACC06777,CUST05512,BR012,Savings,2021-11-17,48287.97,Active
ACC06778,CUST01081,BR011,Current,2024-03-05,50213.36,Active
ACC06779,CUST07407,BR005,Savings,2020-06-10,46244.26,Active
ACC06780,CUST07322,BR047,Savings,2024-07-01,19001.35,Closed
ACC06781,CUST00580,BR019,Fixed Deposit,2025-03-12,123150.07,Active
ACC06782,CUST06947,BR036,Savings,2019-06-01,22201.38,Dormant
ACC06783,CUST05699,BR058,Savings,2019-02-20,23203.95,Dormant
ACC06784,CUST04221,BR009,Savings,2025-11-26,17343.39,Closed
ACC06785,CUST00546,BR018,Savings,2020-04-10,40782.38,Closed
ACC06786,CUST04542,BR044,Savings,2025-07-30,15076.93,Active
ACC06787,CUST02853,BR026,Salary,2024-08-16,26462.98,Active
ACC06788,CUST02429,BR002,Savings,2023-01-29,7951.1,Dormant
ACC06789,CUST01485,BR054,Savings,2020-09-02,8192.51,Dormant
ACC06790,CUST02566,BR018,Savings,2019-08-18,40891.77,Dormant
ACC06791,CUST04012,BR039,Savings,2024-08-22,20339.3,Closed
ACC06792,CUST04164,BR058,Savings,2022-04-26,14639.78,Closed
ACC06793,CUST03064,BR034,Fixed Deposit,2025-06-04,102133.35,Dormant
ACC06794,CUST05884,BR040,Savings,2019-01-01,12752.27,Closed
ACC06795,CUST02588,BR048,Savings,2024-04-23,18394.72,Dormant
ACC06796,CUST02632,BR004,Current,2023-12-19,147152.97,Dormant
ACC06797,CUST05405,BR052,Fixed Deposit,2022-05-25,150766.18,Closed
ACC06798,CUST07880,BR032,Savings,2020-04-11,90686.01,Active
ACC06799,CUST01907,BR040,Savings,2024-05-16,17087.23,Dormant
ACC06800,CUST03568,BR011,Fixed Deposit,2023-07-07,125294.44,Closed
ACC06801,CUST00862,BR008,Savings,2022-09-18,9376.32,Active
ACC06802,CUST03411,BR060,Current,2025-01-06,14663.21,Active
ACC06803,CUST07678,BR024,Savings,2024-05-06,2656.04,Dormant
ACC06804,CUST03151,BR026,Savings,2020-03-10,99268.28,Dormant
ACC06805,CUST00606,BR043,Current,2023-11-27,15306.31,Dormant
ACC06806,CUST05299,BR004,Savings,2021-10-15,19655.66,Dormant
ACC06807,CUST03453,BR029,Fixed Deposit,2021-11-09,34676.08,Active
ACC06808,CUST02622,BR008,Savings,2020-01-01,41177.56,Active
ACC06809,CUST07062,BR050,Salary,2022-10-04,10270.76,Active
ACC06810,CUST00507,BR026,Fixed Deposit,2022-07-05,27367.46,Dormant
ACC06811,CUST04883,BR039,Savings,2020-05-25,32777.46,Closed
ACC06812,CUST07728,BR012,Savings,2022-04-15,6061.08,Closed
ACC06813,CUST07454,BR048,Savings,2019-12-25,10366.5,Dormant
ACC06814,CUST02781,BR053,Savings,2025-05-20,3307.01,Dormant
ACC06815,CUST03293,BR003,Savings,2019-05-14,6114.62,Dormant
ACC06816,CUST01980,BR030,Savings,2019-12-09,25865.78,Active
ACC06817,CUST04152,BR035,Fixed Deposit,2021-10-29,18421.59,Active
ACC06818,CUST00230,BR055,Savings,2020-05-16,5807.87,Active
ACC06819,CUST03067,BR046,Savings,2020-07-17,21979.55,Active
ACC06820,CUST03284,BR041,Savings,2025-06-22,13504.17,Dormant
ACC06821,CUST05588,BR048,Savings,2021-08-08,132300.74,Dormant
ACC06822,CUST06170,BR046,Savings,2022-03-19,114749.51,Closed
ACC06823,CUST02096,BR045,Savings,2020-04-10,10085.66,Dormant
ACC06824,CUST06827,BR002,Savings,2025-08-31,36367.25,Active
ACC06825,CUST00525,BR045,Savings,2020-06-14,43232.78,Closed
ACC06826,CUST05912,BR033,Savings,2021-11-30,12865.04,Closed
ACC06827,CUST03446,BR013,Current,2023-03-06,8139.29,Dormant
ACC06828,CUST07318,BR029,Salary,2024-07-12,13245.21,Closed
ACC06829,CUST02575,BR017,Savings,2024-02-02,18853.22,Active
ACC06830,CUST07595,BR039,Salary,2022-03-30,9847.42,Active
ACC06831,CUST05858,BR043,Savings,2022-08-17,32796.77,Closed
ACC06832,CUST01439,BR007,Salary,2020-05-02,7898.98,Closed
ACC06833,CUST07436,BR045,Fixed Deposit,2025-07-15,29995.46,Dormant
ACC06834,CUST05861,BR013,Salary,2023-06-09,14419.81,Dormant
ACC06835,CUST03034,BR018,Savings,2024-11-21,31175.04,Active
ACC06836,CUST00352,BR059,Savings,2024-09-27,7638.98,Dormant
ACC06837,CUST06274,BR022,Savings,2024-11-10,50781.2,Dormant
ACC06838,CUST00695,BR036,Salary,2023-10-27,3868.66,Closed
ACC06839,CUST00225,BR021,Savings,2019-06-13,13091.23,Active
ACC06840,CUST05101,BR001,Fixed Deposit,2023-01-16,51287.12,Closed
ACC06841,CUST06189,BR018,Fixed Deposit,2020-01-14,40874.67,Active
ACC06842,CUST03377,BR044,Salary,2025-08-23,8995.3,Dormant
ACC06843,CUST03426,BR050,Savings,2023-08-23,118654.01,Dormant
ACC06844,CUST07885,BR027,Savings,2021-09-07,10241.51,Active
ACC06845,CUST00370,BR045,Fixed Deposit,2019-02-08,259038.77,Active
ACC06846,CUST07623,BR022,Savings,2024-04-02,32643.93,Active
ACC06847,CUST00836,BR056,Savings,2023-09-15,23929.08,Closed
ACC06848,CUST04106,BR030,Savings,2020-05-26,33813.53,Closed
ACC06849,CUST05549,BR046,Salary,2022-06-23,78507.5,Closed
ACC06850,CUST03258,BR017,Fixed Deposit,2019-04-05,32986.19,Closed
ACC06851,CUST06973,BR026,Savings,2022-07-15,8035.49,Closed
ACC06852,CUST05502,BR005,Savings,2025-02-17,11165.91,Active
ACC06853,CUST06223,BR033,Savings,2024-02-12,22672.97,Closed
ACC06854,CUST02349,BR023,Savings,2025-10-02,4660.16,Dormant
ACC06855,CUST03304,BR012,Savings,2025-01-05,22473.8,Closed
ACC06856,CUST05211,BR031,Savings,2019-01-23,101133.07,Active
ACC06857,CUST01514,BR014,Salary,2025-12-01,14853.42,Closed
ACC06858,CUST06474,BR037,Savings,2023-06-07,16925.61,Dormant
ACC06859,CUST01323,BR026,Current,2025-09-02,19571.69,Dormant
ACC06860,CUST06931,BR023,Savings,2023-05-17,49447.19,Active
ACC06861,CUST03356,BR018,Current,2020-07-20,15901.48,Active
ACC06862,CUST06364,BR037,Savings,2022-11-25,116047.67,Closed
ACC06863,CUST06978,BR033,Savings,2019-04-20,125495.32,Closed
ACC06864,CUST04489,BR008,Salary,2020-11-21,15990.11,Dormant
ACC06865,CUST07285,BR008,Current,2019-12-05,35899.72,Active
ACC06866,CUST01868,BR040,Savings,2024-08-07,55692.11,Dormant
ACC06867,CUST01418,BR049,Savings,2019-07-26,59001.53,Closed
ACC06868,CUST07252,BR058,Salary,2019-10-05,7599.26,Dormant
ACC06869,CUST07886,BR036,Savings,2023-06-19,13713.01,Closed
ACC06870,CUST00579,BR055,Savings,2021-02-21,6700.16,Dormant
ACC06871,CUST01948,BR023,Savings,2025-10-04,31829.81,Closed
ACC06872,CUST00339,BR028,Savings,2025-01-23,40133.44,Active
ACC06873,CUST06366,BR025,Savings,2023-06-03,6535.91,Dormant
ACC06874,CUST00921,BR007,Savings,2019-02-14,14622.56,Closed
ACC06875,CUST01810,BR007,Savings,2019-12-28,6551.65,Active
ACC06876,CUST05293,BR056,Savings,2025-07-29,9809.24,Active
ACC06877,CUST03511,BR008,Fixed Deposit,2020-09-27,83333.86,Dormant
ACC06878,CUST02153,BR004,Savings,2023-12-05,11382.88,Closed
ACC06879,CUST04488,BR011,Current,2019-04-13,26880.97,Closed
ACC06880,CUST03478,BR013,Fixed Deposit,2020-01-26,22552.77,Dormant
ACC06881,CUST05440,BR004,Savings,2024-05-31,26063.5,Closed
ACC06882,CUST01396,BR027,Savings,2020-11-24,21166.06,Active
ACC06883,CUST05580,BR029,Savings,2019-11-01,11429.31,Active
ACC06884,CUST01607,BR053,Current,2024-10-21,30061.05,Dormant
ACC06885,CUST07254,BR008,Salary,2024-01-20,15156.83,Active
ACC06886,CUST04279,BR015,Current,2020-03-29,16076.79,Closed
ACC06887,CUST05221,BR022,Salary,2022-05-17,4753.4,Closed
ACC06888,CUST03700,BR007,Fixed Deposit,2022-06-16,176900.85,Closed
ACC06889,CUST00294,BR045,Savings,2021-03-08,12457.21,Closed
ACC06890,CUST03826,BR059,Savings,2024-02-14,20189.46,Closed
ACC06891,CUST00703,BR014,Salary,2023-03-13,27108.1,Dormant
ACC06892,CUST01160,BR010,Salary,2023-03-04,157998.15,Dormant
ACC06893,CUST03557,BR060,Current,2022-08-29,10462.09,Active
ACC06894,CUST07231,BR049,Savings,2024-03-18,33019.2,Dormant
ACC06895,CUST02277,BR039,Savings,2020-10-05,11651.65,Active
ACC06896,CUST01862,BR041,Savings,2019-12-14,13562.84,Closed
ACC06897,CUST07857,BR045,Salary,2022-10-30,8069.54,Dormant
ACC06898,CUST06759,BR017,Savings,2024-01-01,7997.71,Closed
ACC06899,CUST06737,BR014,Current,2019-12-15,34846.52,Closed
ACC06900,CUST02836,BR019,Salary,2019-06-20,4759.26,Closed
ACC06901,CUST04551,BR031,Savings,2020-04-06,51643.87,Closed
ACC06902,CUST01134,BR027,Savings,2025-10-31,23144.27,Closed
ACC06903,CUST04889,BR001,Fixed Deposit,2022-10-11,77146.46,Active
ACC06904,CUST07882,BR027,Current,2025-04-20,22783.94,Closed
ACC06905,CUST00785,BR019,Savings,2024-03-01,15827.69,Active
ACC06906,CUST00092,BR027,Current,2023-05-18,48414.95,Active
ACC06907,CUST02659,BR054,Fixed Deposit,2019-11-11,29779.32,Dormant
ACC06908,CUST03235,BR023,Salary,2025-07-18,10398.39,Closed
ACC06909,CUST01519,BR044,Savings,2025-12-18,10161.36,Dormant
ACC06910,CUST01948,BR005,Savings,2024-03-21,9882.18,Closed
ACC06911,CUST01001,BR034,Savings,2019-04-26,3298.24,Closed
ACC06912,CUST03081,BR008,Savings,2020-12-23,73525.97,Dormant
ACC06913,CUST04144,BR016,Salary,2020-10-19,8262.01,Active
ACC06914,CUST05709,BR050,Savings,2025-06-14,62757.82,Dormant
ACC06915,CUST03487,BR056,Current,2019-07-09,105745.69,Dormant
ACC06916,CUST07532,BR043,Savings,2022-05-18,6922.97,Closed
ACC06917,CUST04795,BR041,Current,2022-06-12,12229.29,Dormant
ACC06918,CUST07453,BR016,Savings,2019-04-28,220676.4,Active
ACC06919,CUST07801,BR058,Salary,2019-01-22,45508.22,Active
ACC06920,CUST03294,BR026,Savings,2022-02-03,21410.43,Active
ACC06921,CUST06581,BR053,Savings,2020-05-15,27767.9,Closed
ACC06922,CUST07603,BR048,Current,2025-04-15,19324.98,Active
ACC06923,CUST04182,BR059,Salary,2024-01-25,18081.54,Active
ACC06924,CUST01010,BR057,Savings,2025-04-24,11551.1,Closed
ACC06925,CUST03596,BR035,Salary,2019-11-05,3220.69,Active
ACC06926,CUST06816,BR014,Savings,2023-12-02,6704.94,Closed
ACC06927,CUST06892,BR058,Current,2025-03-08,37089.63,Closed
ACC06928,CUST01522,BR005,Savings,2023-10-03,7958.85,Active
ACC06929,CUST03340,BR006,Salary,2020-06-08,12745.15,Dormant
ACC06930,CUST01207,BR019,Savings,2020-11-23,8373.31,Closed
ACC06931,CUST03108,BR053,Savings,2023-07-06,10893.06,Closed
ACC06932,CUST06126,BR011,Savings,2025-11-24,47469.79,Closed
ACC06933,CUST04458,BR051,Salary,2024-08-01,15886.68,Active
ACC06934,CUST02505,BR038,Savings,2024-08-25,21835.71,Active
ACC06935,CUST03524,BR039,Salary,2021-05-21,24717.7,Active
ACC06936,CUST01157,BR004,Current,2021-05-03,58724.28,Active
ACC06937,CUST05542,BR022,Savings,2021-08-07,80975.91,Closed
ACC06938,CUST06612,BR013,Savings,2019-05-08,14561.36,Active
ACC06939,CUST03761,BR037,Savings,2019-02-13,14962.89,Active
ACC06940,CUST02637,BR020,Salary,2020-03-11,5373.44,Dormant
ACC06941,CUST07213,BR046,Savings,2020-04-06,14971.7,Dormant
ACC06942,CUST05848,BR001,Salary,2021-11-06,26247.84,Dormant
ACC06943,CUST06324,BR022,Current,2024-07-06,133250.67,Dormant
ACC06944,CUST00498,BR051,Current,2019-09-06,94874.02,Dormant
ACC06945,CUST03881,BR030,Fixed Deposit,2021-09-08,20403.97,Active
ACC06946,CUST00049,BR025,Savings,2022-11-10,58385.96,Dormant
ACC06947,CUST07515,BR054,Savings,2020-07-31,4210.49,Dormant
ACC06948,CUST00785,BR013,Savings,2023-06-08,49429.64,Dormant
ACC06949,CUST00152,BR016,Savings,2022-01-04,15819.43,Closed
ACC06950,CUST03721,BR041,Salary,2021-03-21,21846.0,Dormant
ACC06951,CUST03781,BR002,Savings,2019-05-31,6639.53,Dormant
ACC06952,CUST00572,BR007,Salary,2023-10-28,30327.72,Closed
ACC06953,CUST04736,BR056,Savings,2022-02-15,5893.01,Active
ACC06954,CUST04595,BR029,Salary,2023-10-02,8367.26,Active
ACC06955,CUST07819,BR042,Salary,2022-02-21,6643.1,Closed
ACC06956,CUST03586,BR047,Savings,2022-03-07,4542.09,Closed
ACC06957,CUST06747,BR053,Salary,2019-01-23,14273.63,Active
ACC06958,CUST00406,BR017,Savings,2024-06-19,111913.35,Dormant
ACC06959,CUST01591,BR005,Salary,2021-08-25,86407.84,Active
ACC06960,CUST05410,BR053,Savings,2024-04-07,24039.18,Active
ACC06961,CUST00892,BR003,Savings,2024-08-24,60175.05,Active
ACC06962,CUST04332,BR023,Salary,2024-01-12,15716.5,Dormant
ACC06963,CUST05468,BR010,Savings,2024-10-12,34509.67,Closed
ACC06964,CUST04001,BR051,Salary,2024-08-16,10514.35,Closed
ACC06965,CUST07260,BR024,Salary,2020-01-26,15314.48,Closed
ACC06966,CUST01098,BR047,Salary,2021-12-27,19462.31,Dormant
ACC06967,CUST04987,BR018,Fixed Deposit,2024-09-02,42316.15,Dormant
ACC06968,CUST00478,BR047,Fixed Deposit,2025-08-15,57153.93,Active
ACC06969,CUST02303,BR026,Fixed Deposit,2022-04-21,57811.44,Closed
ACC06970,CUST06007,BR018,Salary,2022-03-04,23824.8,Closed
ACC06971,CUST05887,BR028,Current,2025-09-05,12506.05,Active
ACC06972,CUST05334,BR050,Savings,2021-09-25,21028.04,Dormant
ACC06973,CUST07570,BR026,Savings,2023-01-30,123106.48,Dormant
ACC06974,CUST06026,BR045,Savings,2021-12-28,62796.47,Active
ACC06975,CUST03701,BR035,Savings,2023-12-24,74180.84,Active
ACC06976,CUST05933,BR005,Savings,2024-03-08,22516.16,Closed
ACC06977,CUST00572,BR025,Savings,2020-02-26,29404.35,Dormant
ACC06978,CUST04115,BR035,Current,2020-03-03,98936.76,Active
ACC06979,CUST04882,BR057,Current,2020-04-16,172863.15,Closed
ACC06980,CUST03632,BR033,Savings,2023-10-01,3803.05,Dormant
ACC06981,CUST02712,BR030,Savings,2019-03-27,6741.94,Dormant
ACC06982,CUST05787,BR006,Current,2020-10-10,134516.76,Active
ACC06983,CUST04125,BR060,Savings,2021-10-05,17167.95,Closed
ACC06984,CUST01430,BR019,Savings,2020-09-11,12033.52,Dormant
ACC06985,CUST02336,BR037,Savings,2020-01-27,7124.22,Closed
ACC06986,CUST01694,BR016,Fixed Deposit,2025-01-04,42915.57,Dormant
ACC06987,CUST06323,BR044,Savings,2024-11-21,6234.59,Active
ACC06988,CUST04645,BR049,Salary,2025-07-17,57743.5,Closed
ACC06989,CUST04019,BR052,Savings,2023-10-14,21586.16,Dormant
ACC06990,CUST02362,BR037,Savings,2019-12-06,20907.11,Closed
ACC06991,CUST05880,BR045,Savings,2024-07-27,37394.13,Active
ACC06992,CUST01187,BR024,Salary,2019-06-20,26203.33,Closed
ACC06993,CUST04692,BR016,Fixed Deposit,2019-09-04,105612.59,Active
ACC06994,CUST04946,BR007,Savings,2023-07-27,57887.67,Closed
ACC06995,CUST02587,BR013,Salary,2024-05-03,8590.46,Dormant
ACC06996,CUST07385,BR022,Savings,2020-12-10,16846.87,Closed
ACC06997,CUST02466,BR003,Savings,2023-04-29,44008.08,Closed
ACC06998,CUST01684,BR047,Savings,2024-08-22,13702.72,Active
ACC06999,CUST04711,BR056,Savings,2023-12-28,21925.47,Dormant
ACC07000,CUST05618,BR053,Salary,2021-01-30,17661.36,Closed
ACC07001,CUST04415,BR059,Savings,2021-11-07,44652.54,Active
ACC07002,CUST03806,BR043,Savings,2025-06-06,4447.45,Closed
ACC07003,CUST04813,BR048,Savings,2025-10-20,41909.64,Closed
ACC07004,CUST00823,BR028,Savings,2023-01-31,17848.03,Active
ACC07005,CUST07565,BR039,Salary,2024-11-18,21921.44,Closed
ACC07006,CUST01218,BR015,Salary,2020-02-16,23013.87,Dormant
ACC07007,CUST07678,BR005,Salary,2019-01-17,41173.11,Dormant
ACC07008,CUST05290,BR025,Savings,2020-03-16,74466.77,Dormant
ACC07009,CUST06280,BR027,Savings,2021-02-02,74006.97,Active
ACC07010,CUST07119,BR057,Savings,2024-01-12,80765.35,Active
ACC07011,CUST07534,BR021,Savings,2023-03-03,28630.88,Dormant
ACC07012,CUST02786,BR001,Savings,2023-04-18,22673.83,Dormant
ACC07013,CUST03144,BR024,Salary,2019-05-30,24611.57,Dormant
ACC07014,CUST06907,BR028,Savings,2024-03-09,42568.63,Active
ACC07015,CUST01782,BR025,Current,2024-05-12,26660.38,Dormant
ACC07016,CUST04547,BR016,Savings,2020-06-03,31708.53,Closed
ACC07017,CUST00089,BR031,Salary,2024-05-24,13035.51,Active
ACC07018,CUST05735,BR020,Current,2023-11-27,15460.86,Active
ACC07019,CUST01636,BR021,Savings,2024-09-30,70362.43,Active
ACC07020,CUST05373,BR045,Savings,2022-01-11,23148.36,Closed
ACC07021,CUST04512,BR020,Salary,2024-12-29,56055.4,Active
ACC07022,CUST04871,BR050,Fixed Deposit,2021-01-08,22577.4,Dormant
ACC07023,CUST03769,BR008,Salary,2021-08-20,9047.6,Active
ACC07024,CUST02846,BR008,Salary,2023-11-13,13668.47,Dormant
ACC07025,CUST04102,BR036,Savings,2023-01-03,61306.61,Dormant
ACC07026,CUST00637,BR015,Savings,2020-12-27,31556.11,Dormant
ACC07027,CUST02884,BR038,Savings,2022-12-08,29127.13,Active
ACC07028,CUST05453,BR040,Current,2019-06-30,11763.26,Active
ACC07029,CUST04128,BR004,Current,2024-04-27,11419.28,Closed
ACC07030,CUST07976,BR057,Savings,2022-07-08,29444.26,Active
ACC07031,CUST05390,BR020,Current,2021-10-08,9282.57,Closed
ACC07032,CUST04106,BR052,Fixed Deposit,2022-07-04,43515.54,Active
ACC07033,CUST04212,BR014,Savings,2023-04-02,34572.91,Dormant
ACC07034,CUST05266,BR030,Savings,2025-07-24,9098.89,Closed
ACC07035,CUST06675,BR027,Savings,2024-03-04,93416.23,Closed
ACC07036,CUST02083,BR014,Savings,2022-08-07,66273.32,Closed
ACC07037,CUST04642,BR022,Salary,2022-01-31,4447.09,Active
ACC07038,CUST01154,BR015,Savings,2022-04-12,9517.29,Closed
ACC07039,CUST07141,BR003,Savings,2019-09-24,2815.23,Dormant
ACC07040,CUST01468,BR009,Salary,2023-01-23,7724.76,Closed
ACC07041,CUST00483,BR055,Savings,2025-07-03,43903.51,Closed
ACC07042,CUST04018,BR009,Savings,2020-03-27,15176.36,Closed
ACC07043,CUST03331,BR058,Fixed Deposit,2021-05-24,78942.76,Closed
ACC07044,CUST03347,BR053,Savings,2022-10-12,5596.51,Dormant
ACC07045,CUST04917,BR056,Salary,2024-03-25,23355.38,Dormant
ACC07046,CUST03966,BR055,Savings,2019-05-25,13365.09,Active
ACC07047,CUST01677,BR047,Savings,2023-10-20,22269.04,Active
ACC07048,CUST01227,BR004,Salary,2021-05-17,12518.81,Active
ACC07049,CUST03295,BR052,Savings,2023-07-19,7013.6,Active
ACC07050,CUST01501,BR059,Savings,2025-09-29,7802.69,Dormant
ACC07051,CUST07459,BR054,Salary,2022-11-14,26303.47,Dormant
ACC07052,CUST06607,BR010,Savings,2021-10-06,31542.56,Closed
ACC07053,CUST06731,BR047,Savings,2025-04-15,56672.49,Active
ACC07054,CUST06179,BR021,Salary,2021-10-06,16768.56,Active
ACC07055,CUST07575,BR057,Salary,2025-02-22,14766.16,Closed
ACC07056,CUST07867,BR044,Savings,2025-09-18,4659.16,Dormant
ACC07057,CUST03906,BR059,Fixed Deposit,2025-02-20,50908.24,Dormant
ACC07058,CUST01226,BR014,Savings,2022-03-25,21490.24,Dormant
ACC07059,CUST02805,BR043,Current,2024-08-17,256044.67,Active
ACC07060,CUST00389,BR045,Fixed Deposit,2022-12-08,90415.77,Active
ACC07061,CUST07172,BR044,Savings,2019-04-29,87768.25,Dormant
ACC07062,CUST01552,BR059,Savings,2019-08-29,37713.9,Dormant
ACC07063,CUST05415,BR035,Savings,2025-09-22,11612.38,Active
ACC07064,CUST00640,BR034,Savings,2025-09-11,24475.11,Dormant
ACC07065,CUST06552,BR031,Savings,2023-03-14,27244.35,Closed
ACC07066,CUST03649,BR019,Savings,2021-12-23,9459.36,Active
ACC07067,CUST07521,BR023,Fixed Deposit,2021-10-31,47541.94,Closed
ACC07068,CUST00107,BR033,Savings,2021-03-04,18302.81,Active
ACC07069,CUST03535,BR046,Savings,2025-10-02,93438.42,Closed
ACC07070,CUST02992,BR040,Salary,2022-10-26,3113.43,Active
ACC07071,CUST03341,BR008,Fixed Deposit,2019-08-28,123437.6,Active
ACC07072,CUST04359,BR029,Savings,2024-01-20,9479.48,Active
ACC07073,CUST03199,BR017,Savings,2023-06-25,6406.89,Closed
ACC07074,CUST05031,BR002,Salary,2019-08-19,30514.57,Active
ACC07075,CUST06491,BR022,Savings,2020-04-24,42561.62,Dormant
ACC07076,CUST02321,BR001,Current,2024-03-29,127327.62,Closed
ACC07077,CUST07317,BR046,Savings,2024-10-05,45280.5,Closed
ACC07078,CUST00538,BR019,Current,2023-05-24,284886.18,Dormant
ACC07079,CUST05622,BR006,Current,2020-02-14,63495.47,Dormant
ACC07080,CUST02248,BR037,Current,2021-06-18,31055.23,Closed
ACC07081,CUST01539,BR030,Current,2024-08-22,51170.9,Dormant
ACC07082,CUST03877,BR044,Savings,2024-08-10,67448.67,Dormant
ACC07083,CUST03939,BR004,Salary,2025-05-17,7742.17,Dormant
ACC07084,CUST03687,BR046,Salary,2019-04-14,8464.85,Dormant
ACC07085,CUST07086,BR010,Salary,2020-09-27,10761.48,Dormant
ACC07086,CUST06027,BR025,Current,2025-07-14,4426.73,Closed
ACC07087,CUST07464,BR050,Savings,2022-04-07,24941.06,Closed
ACC07088,CUST05766,BR008,Savings,2022-02-28,4033.88,Dormant
ACC07089,CUST01840,BR004,Savings,2020-12-07,23103.82,Active
ACC07090,CUST04513,BR008,Salary,2019-05-08,24482.23,Active
ACC07091,CUST04226,BR018,Savings,2025-03-25,14340.04,Dormant
ACC07092,CUST05793,BR058,Savings,2020-08-09,99648.5,Active
